problem,arm,point_id,decision,normalized_objectives
zdt2,random,5,"[0.010510325707192125,0.5039147604795148,0.741253015771406,0.2805742502154748,0.4491570769733846,0.17487702821921447,0.007884306304270616,0.34522302181568354,0.1117007911668596,0.07815121332988595,0.10893924918937625,0.5896264467771305,0.1733362544918592,0.30051779313664895,0.4407145308689504,0.6926895701899419,0.1949072725549691,0.4913293654274098,0.6860172011259731,0.10800621186808401,0.23746327709222315,0.4289793472192731,0.19455324853873923,0.35704968778170065,0.3914759760574218,0.13919690159987497,0.90136012226471,0.12165939607739851,0.3391943431076785,0.009418538660042386]","[0.010510325707192125,3.9790250580424975]"
zdt2,random,6,"[0.5172524933176734,0.29042258722078773,0.0023595404147972454,0.038830044314867695,0.2901802392621269,0.13579226248795806,0.028589920540011304,0.27283773653808885,0.19857793322083006,0.15310317127955297,0.40369831654920973,0.7651241129482755,0.09552100078590431,0.8539828626546677,0.424559386741599,0.6223431547605482,0.06101518597651989,0.6010767803246813,0.06703974991799633,0.10180511174647133,0.8363080219115232,0.1414906321806454,0.1691271576690897,0.06411159244392828,0.28001459717831945,0.0837376254273895,0.5164267938903971,0.45508972564840566,0.8835602855282263,0.7269854016377277]","[0.5172524933176734,3.900622088335869]"
zdt2,random,7,"[0.6505584216978202,0.37055160613476334,0.36000457516851425,0.2549262380613494,0.0719655340610329,0.45108121916256816,0.7207431160791797,0.4144427606842124,0.0810813535361512,0.33450557292504546,0.023330575732200542,0.350055669942132,0.15926462534889552,0.1401846973777271,0.5345358935379659,0.5408743728383685,0.6607234561794992,0.6566963893601471,0.4778546240532495,0.0861027155023042,0.49986494199919373,0.29619842712611155,0.07805912466021181,0.004302568937037177,0.06915868814801462,0.3094578861905425,0.7975321275288424,0.3340400843118446,0.034555382621589525,0.511679250580057]","[0.6505584216978202,3.8805284641913156]"
zdt3,initial,0,"[0.021273761365860233,0.8115604037983161,0.8492456632177581,0.8988231468032496,0.9750587994633093,0.9821897437419842,0.6077498159068535,0.9968101851098841,0.18444737844736492,0.338511730144887,0.658215774848776,0.38826667462358555,0.9946409504454069,0.5638014504070656,0.19356177394316953,0.1714900821649301,0.6423817760989335,0.45039207017805094,0.29016537897656325,0.8575905702120316,0.10549284390682889,0.9055684683693743,0.9686132818276715,0.09769984217024952,0.9446319056903474,0.8759349819572894,0.7297454548899528,0.7676152104964563,0.5945217621984951,0.4439833985263836]","[0.024900038601814035,3.9990152928516256]"
zdt3,initial,1,"[0.021489348406827147,0.3581982701711184,0.5813475639636803,0.3290487081522109,0.3984855685422972,0.43220880767006875,0.5311737765433293,0.5309577142552565,0.6778273377650341,0.27921364212513633,0.07392627160233733,0.2814579581853889,0.3776592324409277,0.20196520450922417,0.7093553209972127,0.1669027969900081,0.7071476677847168,0.5377786470700034,0.50608876048164,0.12631278952578273,0.7742568118332501,0.9001939031340352,0.1777962454171037,0.9155600079086038,0.20767503774847174,0.3710012486959843,0.785958529093458,0.1531896670319267,0.7071205634300667,0.6590907455698778]","[0.025153164142191733,3.1742796266697058]"
zdt3,initial,2,"[0.03568558460336013,0.16125357376969696,0.2482191881099377,0.4657992060017777,0.1667894165093422,0.21913375125606294,0.24557081603063524,0.8251137925326316,0.3024134939688493,0.8341507252406302,0.5001670350046923,0.416601370934518,0.060045822014591965,0.8132942949045856,0.9643454580658894,0.3545702484483624,0.5248855604799358,0.6157793679763202,0.5681501733865807,0.6288366569236535,0.6019805598947717,0.3915388257815824,0.020212639151181877,0.19462497152407932,0.7909557570475918,0.28095741355232084,0.2428668253095735,0.1685974354101787,0.13723045038771375,0.5570694844244942]","[0.041821280845590204,2.9141989300490168]"
zdt3,initial,3,"[0.10208137116309624,0.278572003579844,0.6960393309862225,0.04085067842222179,0.24688549160334794,0.5738271572951538,0.14959727841014403,0.799636560887728,0.6697839576484347,0.48545059208953734,0.9500858722234408,0.3871017034136258,0.012583208109476551,0.7591762172600457,0.6650745023503293,0.5706554093191262,0.4629923218416432,0.0944607690538466,0.687199760333962,0.2742210225865146,0.08801722429521097,0.4018070135019435,0.7667369764831087,0.46207779157944384,0.2098043891523318,0.8274194735024424,0.3868053365349713,0.6523597244332292,0.15521804742008483,0.026751296754569776]","[0.11977805077182559,2.8520989396326275]"
zdt3,initial,4,"[0.2083896276752728,0.006298419445806336,0.3575938960514995,0.427860761105073,0.0471341338181509,0.9785179704050292,0.5384249033197308,0.9571703891573531,0.07029041451627938,0.9623397846445501,0.19085669497614888,0.4876695266864658,0.16475657236589492,0.7366606422934695,0.8816277289120044,0.5091190506024394,0.2992817224640115,0.8054741346393253,0.3915345946127138,0.44664095144169835,0.4877673650886153,0.7464966906663759,0.06893683722017385,0.006061782013211503,0.8185052533791913,0.6094075071013528,0.5400362486213311,0.383919256441248,0.027778546601510024,0.08054968107231297]","[0.24459693949336772,2.6836850815836923]"
zdt3,initial,5,"[0.2391765162528331,0.7784231227064388,0.8428737426397395,0.03165048564917228,0.02380828688992076,0.9715039126129663,0.570661438675325,0.7030886486200573,0.5064957619891318,0.42676698207936437,0.8159858875788337,0.6786370717800381,0.46250223873976615,0.719616748864689,0.3059703643744398,0.3361270544586795,0.5492767167865518,0.24733351921286595,0.07759905932809563,0.3717097724035532,0.14894502326946257,0.6922372562171906,0.3510537774836726,0.61463452405537,0.0515587856578702,0.4892259344436962,0.008416302854806657,0.08787781937663375,0.5680156187571954,0.9877929947645944]","[0.28074451020444285,2.6065955214704313]"
zdt3,initial,6,"[0.33804507916467397,0.044347998345620865,0.4781440995486238,0.49752593319459226,0.7208359413005587,0.7503341934069412,0.09070627959527333,0.736473370408976,0.6355596540027451,0.2797923099536729,0.12402921141797896,0.6225037608012844,0.22944017056242094,0.28981303725925156,0.1350175424903831,0.14796601138176813,0.4693696445751552,0.3991682454570108,0.6427000805829641,0.25043729877309906,0.3040454293507707,0.4883764347845694,0.13603665682057198,0.21282733520148567,0.6604791261621455,0.3133009744230184,0.8442356500166328,0.40962717859355724,0.6604252806847416,0.05319462077536008]","[0.39682828917920526,2.5198110229035433]"
zdt3,initial,7,"[0.36793397015792384,0.36586414312329874,0.12188213535314663,0.2346186703298373,0.24851979084283482,0.6119229324512053,0.23745630466198364,0.797949942398237,0.2726946444865025,0.43416448762060245,0.7901821677883489,0.5996378101084383,0.8354466821310281,0.16536832198938745,0.4704838085934189,0.04111300256543815,0.7750416864374434,0.19424816676451762,0.02147375157284903,0.14412161688410752,0.26893800033065696,0.5962314638271042,0.16091338399088417,0.012019966971424934,0.20047562352016035,0.3425764259480283,0.9282184504727455,0.28857560330427934,0.10635858980013457,0.6247866971202646]","[0.43192150095123205,2.3764816584868327]"
zdt3,initial,8,"[0.4440143203850814,0.43523231046403277,0.6306224671005397,0.17800096782927854,0.033496374743447244,0.25869321761338016,0.9664599075741721,0.9720563491018068,0.44893614600830845,0.01844072630246374,0.6851598520627369,0.47351779758594514,0.38888305292315173,0.08616925593010738,0.07855077196504534,0.03175363520228747,0.28540105083459566,0.7295632501214042,0.7303527007288543,0.9733221850113963,0.049707220914140815,0.6825074094136202,0.04763554350549937,0.6912874870540627,0.8671942982606784,0.5474354826670064,0.5452223012754411,0.3122776951000634,0.9124659935746896,0.6058860073429116]","[0.5212491325055303,2.2959831721722104]"
zdt3,initial,9,"[0.6531477027263977,0.9518316100715101,0.830799411918983,0.08661971249183809,0.866133922772451,0.29147887887346424,0.33403403927741515,0.8214565296046575,0.2890197537827417,0.2688485085603777,0.06762312738036003,0.11331240820301036,0.13720585568472699,0.38057388093389544,0.020181149764461614,0.9204469399640368,0.7158199925497931,0.5751395490257122,0.0869291484147966,0.46859403584878634,0.1060648795330682,0.025056007081845744,0.33273410973202033,0.8831970777409219,0.24932701400750845,0.36239465363450063,0.6246714444983538,0.7425336916791834,0.7822442279034253,0.5822637784275877]","[0.7667972887339276,1.8826591832915438]"
zdt3,initial,10,"[0.8232962390188181,0.4704221329737053,0.49373452771003934,0.7520218814741186,0.558344021741448,0.387129942689559,0.07984355428911682,0.5310648507783482,0.02483824850328531,0.9539137947401112,0.03396003406916204,0.8334953626606738,0.9497566415856833,0.2915458198357401,0.21994215824698793,0.001799752549364042,0.1948236320465272,0.41534354913112104,0.38322253934921624,0.41864093115186074,0.3884474187743626,0.8129404279341111,0.7898147858348913,0.2028351894725804,0.331528006130555,0.1363920204773752,0.9957321171844993,0.2385619843365725,0.02422088345644302,0.8336726856821198]","[0.9665724700264956,1.7898294972475262]"
zdt3,mode,0,"[0.0001873804873328,0.08441242132712562,0.1908023474508396,0.15361528286351084,0.07147176087185872,0.1803383322477075,0.07194838955486504,0.14640367524050318,0.13132412898302942,0.24755122425818343,0.11029166412629758,0.10369882383658996,0.1896545781851352,0.015770076603976932,0.016790575551104303,0.037516690375550305,0.20889453886657766,0.07528811072160688,0.10552307663385269,0.1746970457653686,0.15299768043127332,0.07206881638457723,0.02221451034848385,0.06802827947319727,0.273329577531818,0.1390967722404029,0.13568666729943124,0.17135235396538717,0.08330342259468407,0.0748644794936037]","[0.0001420497609801898,1.6103168649649349]"
zdt3,mode,1,"[0.0004474857658585685,0.08971735216725696,0.1869059388537742,0.14568413626908577,0.1848022022786576,0.12064896916237808,0.06522595215722893,0.1411406991877594,0.19197767726230297,0.15816170898994414,0.09218556032199962,0.03258799203680815,0.03809708099313233,0.017670487881229956,0.06929453308890482,0.04140593412563334,0.01974078643911288,0.06347514810220739,0.06017430746679201,0.23191359009088558,0.032352808158289836,0.26031121084668946,0.023829895776486365,0.03682994995406741,0.2695028296098819,0.13518332901653557,0.1291508760513541,0.16023085032241563,0.02799529111760568,0.06751733797918973]","[0.00044744515435186976,1.5317439109304554]"
zdt3,mode,2,"[0.0021150940060628495,0.08971735216725694,0.1869059388537742,0.1456841362690858,0.1848022022786576,0.12064896916237806,0.17612315341002682,0.1411406991877594,0.19197767726230297,0.15816170898994414,0.09218556032199962,0.03258799203680815,0.03809708099313233,0.01767048788122996,0.06929453308890482,0.04140593412563334,0.01974078643911288,0.0634751481022074,0.06017430746679202,0.23191359009088555,0.03235280815828984,0.26031121084668946,0.023829895776486365,0.03682994995406741,0.269502829609882,0.13518332901653557,0.1291508760513541,0.1602308503224156,0.02799529111760568,0.06751733797918973]","[0.0024054210839198936,1.5311476970874163]"
zdt3,mode,3,"[0.003126236564533952,0.12052642825864043,0.19277414854200842,0.15361528286351084,0.07147176087185872,0.1769551229551456,0.07207454152827464,0.191007772846053,0.1330192371521825,0.23459203795427666,0.11029166412629757,0.011394081881498165,0.1896545781851352,0.01579754202003754,0.01800852367832904,0.03791809655787706,0.20751547198776657,0.07519204561726583,0.08399579548853574,0.18724119113835289,0.0357725076876599,0.07375042009625707,0.07052191776854978,0.06903499229766219,0.04307127655034562,0.1390257250698922,0.10009086904375841,0.0483529976195905,0.028245736319368595,0.0748644794936037]","[0.0035926260539587336,1.4819641027074837]"
zdt3,mode,4,"[0.005288595270126983,0.003939677521109075,0.03419950785125003,0.2865324452724859,0.18493410427194298,0.11893638562317471,0.057386898171282515,0.14179172936953122,0.04932382138620604,0.15176597482130816,0.09185146918776602,0.02214985200184713,0.02059277551942107,0.031996429568984804,0.034255418410329475,0.03885088301173879,0.017226048291212798,0.06473202361157493,0.10377428825134577,0.23322874985552444,0.13672346017907422,0.260580914971724,0.01651496411800718,0.04964369760968945,0.2698401899479258,0.13787373108104628,0.024745855203956613,0.19499946598385615,0.21935823770413454,0.04673859094264862]","[0.006131499510307439,1.4819219273585427]"
zdt3,mode,5,"[0.006101041195976931,0.0045556470958608986,0.03628954923982792,0.2878411773246962,0.15199145156156546,0.12169004172504042,0.1349771488406133,0.14265390672530082,0.26097921722330514,0.1768511885516945,0.09192499703568834,0.03375979473633895,0.020495296968256676,0.031703154313572256,0.0713362951507125,0.03822816371045251,0.01733489055608642,0.0786292558184605,0.11216848565253061,0.2386196085571976,0.033433496182113706,0.08092930918604258,0.07187730174063396,0.039231850085716016,0.03773727396869636,0.13336241033131035,0.12971189676053146,0.1711040822179425,0.09377551994440424,0.04194663934018793]","[0.007085410344122303,1.4502779435352264]"
zdt3,mode,6,"[0.01025432421870742,0.08437116809347055,0.11474223973995225,0.15353940767718652,0.07147176087185872,0.1757895770585457,0.073344265610813,0.14359653465588515,0.2486782974993333,0.24726651720153758,0.0838574808013532,0.022866611697824023,0.038169104431993534,0.015837141087229903,0.020468803229296492,0.12919396268107686,0.009338318834356561,0.061888597964859404,0.1052223802826506,0.14707907179023694,0.03239771906545376,0.22405382799717882,0.07225686449342278,0.07186413552059451,0.2697129609829646,0.1363110679259959,0.13568666729943124,0.04608330474242749,0.04342624623220326,0.005348056829680953]","[0.011961872327899534,1.4477593348627782]"
zdt3,mode,7,"[0.03305710632242341,0.057701176177892166,0.18893957476531065,0.14481788222852982,0.07147176087185872,0.1757895770585457,0.07308941099626162,0.14105440213818127,0.19841828523112756,0.26802137272861637,0.08523263863863219,0.10406776612389584,0.04895769652737242,0.015799070281635977,0.011563946326913752,0.044028318474896154,0.00925555532917164,0.08022972164548951,0.1033590033974182,0.187317446175808,0.035986538540911765,0.19406876974488316,0.11805975224704054,0.07186413552059451,0.26951993694848614,0.28740217647308747,0.10303440964651635,0.19832049829975174,0.028435561364567957,0.05459314217638256]","[0.03873512602733625,1.4337053366382984]"
zdt3,mode,8,"[0.03616461999067268,0.08887833800413877,0.18893957476531065,0.14481788222852982,0.07142763461082707,0.1756546723508769,0.07308941099626162,0.19342690920085667,0.19841828523112753,0.22121975661251056,0.0852326386386322,0.036511784399485894,0.04895769652737242,0.015799070281635977,0.011563946326913752,0.044018661822792404,0.016502720321759194,0.06431450314588918,0.10022918707786284,0.1386574122755586,0.03577971488883979,0.19406876974488313,0.11805975224704054,0.0731361426627802,0.26951993694848614,0.14052136342030258,0.10303440964651633,0.06341035930432362,0.09172324986196054,0.06676851451935538]","[0.04238372694963102,1.3758314096830562]"
zdt3,mode,9,"[0.04001908085832234,0.08942988606637545,0.12270824571104857,0.1453836619034688,0.07161074153387054,0.11890505186456377,0.11806804985489738,0.14105860072897874,0.2942392240309202,0.26733059733496056,0.06223802164179357,0.033936206059532105,0.03648894847638709,0.021599845103976854,0.015851986170625366,0.04441930024687783,0.03415971431931562,0.07987419324472947,0.12262219806224509,0.13304986794760387,0.1421722031718672,0.06501159978926618,0.015035030694442703,0.12145905102819039,0.26871582901522334,0.13934646640824233,0.13465169337797786,0.17126436576627185,0.003557969608708203,0.04534401444513328]","[0.04690933519404425,1.3627168528659794]"
zdt3,mode,10,"[0.04245848851334438,0.07610921906701194,0.19622778334639357,0.2907754871202817,0.0727968989464069,0.10042065781105074,0.05195822689152055,0.1437026124911739,0.05306810903354568,0.06260098143450518,0.06930243995767175,0.023202194217907347,0.048846150867044205,0.021756893464454828,0.07049453797932959,0.03678079713087784,0.010025557814705762,0.10082585459955887,0.10288044580567651,0.18686290796396898,0.14899730726740779,0.07470142232012211,0.044762381297640874,0.0707199123920372,0.2684883357396973,0.3646934308712997,0.10291245180149618,0.19765916715528847,0.02929142715727568,0.05075758501708131]","[0.049773497984671886,1.3581187048014707]"
zdt3,mode,11,"[0.04385695839448185,0.01119757181396926,0.20938648392153336,0.29096625796268666,0.1211677061196641,0.11510575138281863,0.17595750257102766,0.14388839427910174,0.2455701657421219,0.1767425615628973,0.09857366694073608,0.05525083472611233,0.02687388799505344,0.03195066636666521,0.07212745587407521,0.03883632825263847,0.01813418203155316,0.06504126214394654,0.08919774377911488,0.15252597983274307,0.13539076611479184,0.07875635926730676,0.02640442994326965,0.14649585632420373,0.03821879913603976,0.13037180121036468,0.023060192560786397,0.19504538365934232,0.04262216917194184,0.07719003953108271]","[0.05141547258007061,1.348015873690004]"
zdt3,mode,12,"[0.05030913583104804,0.005023322818368467,0.035998024392020433,0.288253696951479,0.12142489513949095,0.11698501817914209,0.17613136057323459,0.14264057473190445,0.051480433532896885,0.1773673203158591,0.10142960162085496,0.02108078269313665,0.020483079534173,0.025838353971896016,0.036892707673959975,0.041616210850515284,0.01643180775742112,0.06464351238409277,0.11158348134457598,0.21282175860267408,0.13665471788916286,0.23862848352381277,0.0491759365421755,0.050660109256666884,0.27123316121623814,0.13335462787270383,0.07778153784151731,0.1716818941966206,0.09885895859045135,0.04918165769577265]","[0.05899111763238275,1.3343076610533335]"
zdt3,mode,13,"[0.05437699339864591,0.003142796763129091,0.03599078846087271,0.2862785853685057,0.1014286879826273,0.1189592111658551,0.13585645432482873,0.1404986374612715,0.261421240460049,0.22821487394789836,0.09724708481402297,0.024379615797236874,0.02052882917002391,0.030986499560562344,0.03365211487078715,0.03885088301173879,0.017698911850017693,0.0341158637902778,0.10377030697407393,0.18888689592692645,0.12208510321928934,0.19157898171158508,0.04091446356104804,0.14687506009450135,0.28366054261450274,0.13754914934023638,0.10283495080564989,0.05509358665737877,0.04353873523193777,0.04505115077965531]","[0.06376727968906105,1.3294169326167458]"
zdt3,mode,14,"[0.05522711473397189,0.08971735216725696,0.1886972194633969,0.14543027636510564,0.07248725525012001,0.12067179470505843,0.09758888626562148,0.14049434987239895,0.19197767726230297,0.23461060811653434,0.09758117594825655,0.032516347213424376,0.026663131136304002,0.01668365613838019,0.06929453308890482,0.04074498538919852,0.02007873977148733,0.0641465977232408,0.05901914400429897,0.187266236473059,0.03235280815828985,0.0864091532148229,0.023829895776486365,0.1136072087453657,0.269498265252891,0.1362882495781479,0.09788414227133901,0.04758664654455885,0.09251752701119478,0.06751733797918973]","[0.06476542605920407,1.294171149730228]"
zdt3,mode,15,"[0.055227114733971905,0.08971735216725696,0.1886972194633969,0.14543027636510564,0.07248725525012001,0.12067179470505843,0.09758888626562148,0.14049434987239895,0.19197767726230297,0.23461060811653434,0.09758117594825655,0.032516347213424376,0.026663131136304006,0.01668365613838019,0.06929453308890482,0.04074498538919852,0.02007873977148733,0.06414659772324081,0.05901914400429897,0.187266236473059,0.03235280815828985,0.0864091532148229,0.023829895776486365,0.1136072087453657,0.269498265252891,0.1362882495781479,0.09788414227133901,0.04758664654455886,0.09251752701119478,0.06751733797918973]","[0.06476542605920409,1.2941711497302277]"
zdt3,mode,16,"[0.19050731450401148,0.022886287542657167,0.1209195175126756,0.1601396365782855,0.09751275397367806,0.026494692262255815,0.08116316735010604,0.2192699750584649,0.16800600523006526,0.22740318077762817,0.041827373676817964,0.015326809637023237,0.025576879466250507,0.02167143575595045,0.1267500120005089,0.023232659236518557,0.034591084318386575,0.06466001818257053,0.04831948414302083,0.2090945638278492,0.13788432811921475,0.07365178918680809,0.08559247720117735,0.12152660382280758,0.11215223260048013,0.3590102226442877,0.06724387532804937,0.1000881082640836,0.2496146189229459,0.07858534088480634]","[0.2236009178198134,1.2379885589190094]"
zdt3,mode,17,"[0.20733335965467398,0.05847115730310124,0.10713484039162596,0.14116239318593415,0.06821569637453823,0.16599726308909396,0.09787906791758297,0.14254229567958512,0.19212189052011258,0.2670948173204604,0.09811162313327013,0.10095858885812485,0.05013946309167833,0.016830084217544415,0.0885299805412072,0.04219299563428805,0.009311706923949099,0.08001840177393918,0.015838286372055504,0.1843952903607441,0.03598295836411162,0.23265757773711987,0.06959313761299565,0.11209207360175097,0.22729618459640843,0.2829239984121554,0.1311188381953738,0.19322453016998234,0.02912892940152135,0.054939181674281364]","[0.24335675171446133,1.1903748424340346]"
zdt3,mode,18,"[0.2094069106303832,0.1147961232490492,0.1116553330513426,0.13367915945452002,0.15281577331835317,0.08817120661070621,0.1664077588447161,0.19541202923445122,0.2034548837981244,0.21979761752690313,0.1042267078113652,0.010624584228998285,0.02433962455928286,0.016629662272810528,0.06692927463042349,0.01782681146151313,0.013489463776388579,0.06665933113573416,0.05895831101672022,0.2973316756022928,0.14811166529264486,0.2183554558907019,0.04574886235321764,0.03682994995406741,0.2511053971652783,0.2101190130438134,0.13486391000246079,0.04683169487895911,0.0974833187025205,0.07633887548761653]","[0.24579135403968946,1.1856986418997983]"
zdt3,mode,19,"[0.21044087332292322,0.08964831912934784,0.10914284723858422,0.14116239318593415,0.06817157011350661,0.1650450778713804,0.09787906791758297,0.19491480274226047,0.056318846929676675,0.06275498978659112,0.09811162313327013,0.0334026071337149,0.02566695009734359,0.016898166267764227,0.0885299805412072,0.04218333898218429,0.016558871916536655,0.06410318327433887,0.013489198825300329,0.13573525646049467,0.035776134712039664,0.2300313582072408,0.06939968657878065,0.04180019639353037,0.22655276887366663,0.10847368845805275,0.1311188381953738,0.15114859436710132,0.09241661789891392,0.051702553764772924]","[0.24700535263675605,1.0824720507021817]"
zdt3,mode,20,"[0.2235864646166683,0.10518475323061388,0.10857718396205357,0.39609194355047705,0.15811799251038172,0.031849424918167335,0.0521221527228182,0.14290947162243317,0.1927235496694408,0.07382793694743306,0.10427594377283075,0.027185493038172512,0.018107372184448398,0.016511554926414387,0.07060412562535465,0.016975466960181686,0.01743569540046501,0.06412003013870277,0.04910352411717317,0.25303726542105087,0.03281791921406085,0.0750095784736714,0.024592134463098686,0.0369413494147042,0.1937922831251529,0.1365212697444873,0.029194016394579525,0.15183955097577684,0.029406237854324502,0.06712621977610021]","[0.26243988378895217,1.0271714175003681]"
zdt3,mode,21,"[0.2298524212504981,0.10492765577589266,0.1085688216637653,0.32954723080466464,0.08023044884528821,0.031849424918167335,0.052132582549399994,0.1438233878943246,0.25025441819793637,0.07382793694743306,0.1015713920049149,0.020934926802077605,0.019754486229802186,0.02251146450329901,0.07060412562535465,0.016975466960181686,0.01743569540046501,0.06412003013870274,0.050924266908691965,0.2537163852797221,0.03281791921406085,0.0750095784736714,0.05315404415987719,0.0369413494147042,0.1937922831251529,0.13652126974448725,0.029194016394579525,0.15183640546398627,0.04011392680859516,0.06712621977610021]","[0.2697968828544238,0.9960195444896748]"
zdt3,mode,22,"[0.242280244594,0.07633068752239502,0.19622778334639357,0.29340056359764366,0.07299710184168053,0.09864081956635204,0.05195822689152055,0.1437026124911739,0.053068109033545696,0.058471511257879805,0.09712933127882176,0.02296261124267055,0.030517180382752137,0.021663001984938913,0.07049453797932959,0.03664827408114546,0.03754370441460289,0.10217658028234886,0.04844305357362766,0.14743327996704278,0.1537885842335447,0.07512408529726095,0.07197457361690462,0.04004367403466527,0.2644019091756028,0.13956315351749152,0.10234295659266462,0.04480236731259611,0.09228692190312776,0.05162769077315381]","[0.28438866669000834,0.9674318739794202]"
zdt3,mode,23,"[0.2630196556240043,0.07633068752239502,0.19622778334639357,0.29336398563494004,0.07300847845300462,0.03291711121346236,0.051963124494445095,0.1437026124911739,0.006891778393447692,0.06114058933276029,0.10399754815917883,0.02334392526050752,0.018186794068281963,0.016545830680149122,0.07049453797932959,0.01711141490390128,0.017496360260799648,0.10175852135175256,0.05500134445715388,0.14800497386535033,0.15446828736878224,0.0750091611962132,0.04625886556086376,0.04001497890796776,0.19378874421319536,0.3646934308712997,0.08226851995893064,0.16095624288222787,0.09241425744295671,0.0502637253282438]","[0.30873927051359684,0.9583658514129774]"
zdt3,mode,24,"[0.2635508806784961,0.07670125869869646,0.04014253811932306,0.29245452546952366,0.00168491668227716,0.014927304842096534,0.05461679478284298,0.13873971934064788,0.05162408239601185,0.22180628486587695,0.06988601438949205,0.021067901483091303,0.018943503789012377,0.02560296824817039,0.1283492068717078,0.046077976400945866,0.040831885997097875,0.06412202785983331,0.0497015961294955,0.14687292922708683,0.272690586828174,0.081513795489292,0.11184003153658961,0.040413700261626245,0.05663810510994062,0.16541586703474725,0.1490783372476738,0.17191996920499975,0.034782400138969646,0.08085689639902027]","[0.3093629936667943,0.9446819036667036]"
zdt3,mode,25,"[0.40935002716493724,0.0010967655422698397,0.034415299282988566,0.2923680160930749,0.06417732996220032,0.15322891467285019,0.18489231510920257,0.1950712273330948,0.05312077031586984,0.1539533432557742,0.09240648532872314,0.02214985200184713,0.019262074029360112,0.031996429568984804,0.12833108696579573,0.045978624182696624,0.01712726038157289,0.06473202361157493,0.04988083879537071,0.23322874985552444,0.13625734553860158,0.08484811718477019,0.023097975348608427,0.051225908785979914,0.2676749514132408,0.13784884638412673,0.024745855203956613,0.17457933603907658,0.03784572393318729,0.04552639042486437]","[0.4805490147535239,0.9370759859398503]"
zdt3,mode,26,"[0.4156378605319299,0.08695755440318036,0.19970954655157475,0.2884713643887364,0.07657167433493953,0.1051738200693755,0.17786321989180015,0.16010201094153556,0.12948391189065678,0.1910690712259317,0.06947119457562402,0.16478819486455917,0.02409798514373025,0.02142595982342827,0.07023756856461819,0.041435196374928374,0.02311172638535626,0.08090258401826345,0.12087374198469844,0.14687780582561494,0.15380049728283296,0.1629398392400243,0.019822130032272622,0.0428673772882842,0.05534525321311715,0.1389820078756729,0.11039356034435796,0.15732647451040638,0.08868430109020303,0.053308039088615644]","[0.48793169977803436,0.9353789342282038]"
zdt3,mode,27,"[0.4180051203354912,0.0869971946649197,0.19970954655157475,0.28844260244211717,0.07446178779262191,0.10545248402102625,0.17786321989180015,0.21143360517631246,0.12948391189065678,0.19075511773904652,0.09150485383271284,0.16709563549857331,0.024054356046321636,0.021425959823428275,0.07023756856461819,0.04143519637492837,0.02311172638535626,0.08125405961040404,0.12087374198469844,0.1484844217980999,0.1910020714610195,0.17269987689294375,0.01982213003227262,0.04291527629279761,0.05021227509368234,0.13898200787567289,0.11021758883610996,0.15732647451040638,0.08868430109020303,0.05330803908861565]","[0.49071115217138495,0.9339676215324857]"
zdt3,mode,28,"[0.41896722900546624,0.33704222080866425,0.06711922854869604,0.35330545094531596,0.0740858378096243,0.035130677118290404,0.08922411815124073,0.23018797181426282,0.2503080569897902,0.07511501407141506,0.10202568074002161,0.0323481898775973,0.025514277194149705,0.024211223899898108,0.08841068545866769,0.004315040598032921,0.017492203535500236,0.06171345798045846,0.04935049130246058,0.2517766365067102,0.04563829502023116,0.0750095784736714,0.11297402512057592,0.11965719336705627,0.05125279130492143,0.2551186382844064,0.02491172677058781,0.19179205435375496,0.045259089236626415,0.04238339265242305]","[0.491840785362217,0.9072151194282013]"
zdt3,mode,29,"[0.4189686168494837,0.024476004262865808,0.1279063088801797,0.30723163736703174,0.07288820838439627,0.03475497868590921,0.16984148433121415,0.21451366226244983,0.24950912943781897,0.17574061555733894,0.09765772043628465,0.012513887111294057,0.025564928477368538,0.016651933529687975,0.018149525641341847,0.059167482579153614,0.009896788089647609,0.009977193830349604,0.11357132025382705,0.15009509054332337,0.03536738321951935,0.1913971477680952,0.053985472631266004,0.0380550444474822,0.26823335016845784,0.13629409991935162,0.07687023933923337,0.19016139902282497,0.036637625184379616,0.0458309574937323]","[0.49184241486074953,0.8842878882267908]"
zdt3,mode,30,"[0.4194483657560404,0.11376079733087455,0.10855275392446816,0.12475013810689126,0.07092178213640657,0.09836367741351622,0.17724100828365819,0.14573764395337893,0.05419709082839613,0.19146840986285912,0.1035480005324324,0.01145894142452505,0.030511065800212983,0.02183460558138709,0.07049453797932959,0.18272603698319695,0.014134559616437718,0.08679993966278848,0.11430871819396168,0.14807500933691087,0.2077132883778117,0.07775689905690282,0.04476238129764086,0.04013815751856763,0.1805850755085506,0.13318458256133672,0.13273728675261723,0.08586644836466413,0.09108712672943085,0.0502637253282438]","[0.49240569872360657,0.8741692735680143]"
zdt3,mode,31,"[0.41997959081053216,0.11455512385363464,0.03886272197016094,0.2924390474675469,0.07067767156071023,0.014295223445033534,0.18558355088388395,0.13873971934064788,0.051481337444628794,0.22754911375013603,0.10414618781731391,0.021059932059463327,0.01890445246994957,0.025761371221726448,0.1283492068717078,0.04609202816837662,0.040943558029643085,0.08680637837488292,0.04971470411669849,0.14749899521054383,0.13700854797643175,0.08155158366995553,0.11184003153658961,0.050432141157118665,0.054840556991088196,0.13152613750353315,0.11589836318322866,0.17191996920499975,0.03478240013896963,0.08799778408971934]","[0.4930294218768041,0.8527525519486642]"
